% Model:              HY_Ge-backup.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jul 29 2024, 21:12
% Table:              Table 1 - Global Evaluation 1
% daddy                                           Effective mode index                              real(ewfd.neff) (1)                               Wavelength in free space (nm)                     Propagation constant (rad/m)
43                                                1.457872029986431-9.835078413378855E-15i          1.457872029986431                                 499.20000000000005                                1.8349519468266863E7
43                                                1.4606123651913419                                1.4606123651913419                                499.20000000000005                                1.8384010722065426E7
43                                                1.4607576510201101                                1.4607576510201101                                499.20000000000005                                1.8385839363460977E7
43                                                1.4622997198742929                                1.4622997198742929                                499.20000000000005                                1.8405248627017185E7
43                                                1.4624868551411054                                1.4624868551411054                                499.20000000000005                                1.840760400674253E7
44                                                1.4575193636744712-8.776086575785278E-15i         1.4575193636744712                                503.59999999999997                                1.8184797956253327E7
44                                                1.4603070179907525                                1.4603070179907525                                503.59999999999997                                1.8219578235525675E7
44                                                1.4604560135623603                                1.4604560135623603                                503.59999999999997                                1.82214371846646E7
44                                                1.4620238176230018                                1.4620238176230018                                503.59999999999997                                1.8240997954002086E7
44                                                1.4622157579243875                                1.4622157579243875                                503.59999999999997                                1.8243392704759676E7
45                                                1.4571643999963002-8.479342843894992E-15i         1.4571643999963002                                508                                               1.8022901472838406E7
45                                                1.4599997629457135                                1.4599997629457135                                508                                               1.8057970588634223E7
45                                                1.460152527714302                                 1.460152527714302                                 508                                               1.8059860055857547E7
45                                                1.4617462563791392                                1.4617462563791392                                508                                               1.8079572049027894E7
45                                                1.4619430797046271                                1.4619430797046271                                508                                               1.808200645341139E7
46                                                1.4568074065563237-7.898408454031426E-15i         1.4568074065563237                                512.4                                             1.7863760523546234E7
46                                                1.4596908669141964                                1.4596908669141964                                512.4                                             1.7899118282629803E7
46                                                1.459847460686663                                 1.459847460686663                                 512.4                                             1.7901038477185536E7
46                                                1.4614673025991538                                1.4614673025991538                                512.4                                             1.792090141025446E7
46                                                1.4616690874254896                                1.4616690874254896                                512.4                                             1.792337574955197E7
47                                                1.456448634009095-6.790816874638925E-15i          1.456448634009095                                 516.8                                             1.770730777451185E7
47                                                1.459380579808136                                 1.459380579808136                                 516.8                                             1.7742953979554385E7
47                                                1.4595410627415237                                1.4595410627415237                                516.8                                             1.774490510960298E7
47                                                1.4611872057946405                                1.4611872057946405                                516.8                                             1.7764918696764085E7
47                                                1.4613940310826088                                1.4613940310826088                                516.8                                             1.7767433250964E7
48                                                1.456088316537197-5.3422424391143295E-15i         1.456088316537197                                 521.2                                             1.7553477967042156E7
48                                                1.4590691350723404                                1.4590691350723404                                521.2                                             1.7589412416818406E7
48                                                1.459233567671289                                 1.459233567671289                                 521.2                                             1.7591394689438775E7
48                                                1.4609061990118803                                1.4609061990118803                                521.2                                             1.7611558643129356E7
48                                                1.4611181442032164                                1.4611181442032164                                521.2                                             1.7614113690926995E7
49                                                1.4557266724129032-4.037667223287165E-15i         1.4557266724129032                                525.6                                             1.7402207837469906E7
49                                                1.458756750246992                                 1.458756750246992                                 525.6                                             1.7438430327056583E7
49                                                1.4589251933612608                                1.4589251933612608                                525.6                                             1.744044394825268E7
49                                                1.4606244993948778                                1.4606244993948778                                525.6                                             1.746075797927023E7
49                                                1.4608416444092638                                1.4608416444092638                                525.6                                             1.7463353798075248E7
50                                                1.4553639046190217-2.923113877970444E-15i         1.4553639046190217                                530                                               1.7253436041701414E7
50                                                1.4584436275891801                                1.4584436275891801                                530                                               1.7289946362675533E7
50                                                1.4586161424112163                                1.4586161424112163                                530                                               1.7291991537383247E7
50                                                1.4603423088073137                                1.4603423088073137                                530                                               1.731245535500156E7
50                                                1.4605647340394403                                1.4605647340394403                                530                                               1.7315092220945794E7
51                                                1.4550002015090309-2.1837201321695394E-15i        1.4550002015090309                                534.4                                             1.7107103083953742E7
51                                                1.4581299547335766                                1.4581299547335766                                534.4                                             1.7143901024589155E7
51                                                1.4583066027961251                                1.4583066027961251                                534.4                                             1.7145977956683364E7
51                                                1.4600598144935646                                1.4600598144935646                                534.4                                             1.7166591268767435E7
51                                                1.4602876008102381                                1.4602876008102381                                534.4                                             1.716926945671298E7
52                                                1.4546357374904344-1.612029974821569E-15i         1.4546357374904344                                538.8                                             1.696315124925434E7
52                                                1.457815905376228                                 1.457815905376228                                 538.8                                             1.700023659471533E7
52                                                1.4579967485499836                                1.4579967485499836                                538.8                                             1.7002345487017196E7
52                                                1.4597771897627685                                1.4597771897627685                                538.8                                             1.7023108000136103E7
52                                                1.4600104185000808                                1.4600104185000808                                538.8                                             1.7025827783683788E7
53                                                1.454270673718743-1.317089140531096E-15i          1.454270673718743                                 543.1999999999999                                 1.6821524539344188E7
53                                                1.4575016399688667                                1.4575016399688667                                543.1999999999999                                 1.685889707187506E7
53                                                1.457686740460178                                 1.457686740460178                                 543.1999999999999                                 1.6861038126159597E7
53                                                1.459494594683358                                 1.459494594683358                                 543.1999999999999                                 1.6881949545696795E7
53                                                1.4597333476439134                                1.4597333476439134                                543.1999999999999                                 1.6884711197194967E7
54                                                1.4539051587921181-9.543378298781108E-16i         1.4539051587921181                                547.6                                             1.6682168611678667E7
54                                                1.457187306413806                                 1.457187306413806                                 547.6                                             1.6719828110788573E7
54                                                1.4573767267623887                                1.4573767267623887                                547.6                                             1.6722001527792035E7
54                                                1.459212176778105                                 1.459212176778105                                 547.6                                             1.6743061558052829E7
54                                                1.4594565362282645                                1.4594565362282645                                547.6                                             1.6745865348605994E7
55                                                1.453539329438684-8.083019000731444E-16i          1.453539329438684                                 552                                               1.654503072126233E7
55                                                1.4568730407514299                                1.4568730407514299                                552                                               1.6582976963904763E7
55                                                1.4570668438281213                                1.4570668438281213                                552                                               1.6585182943332216E7
55                                                1.458930071711736                                 1.458930071711736                                 552                                               1.6606391287647896E7
55                                                1.4591801203789132                                1.4591801203789132                                552                                               1.660923748712559E7
56                                                1.4531733111905458-5.81697377582263E-16i          1.4531733111905458                                556.4                                             1.6410059665093359E7
56                                                1.4565589678343325                                1.4565589678343325                                556.4                                             1.6448292425839934E7
56                                                1.4567572168388776                                1.4567572168388776                                556.4                                             1.6450531166372862E7
56                                                1.4586484039651584                                1.4586484039651584                                556.4                                             1.6471887527201358E7
56                                                1.4589042250351505                                1.4589042250351505                                556.4                                             1.6474776404247083E7
57                                                1.4528072190400279-4.2261029044311296E-16i        1.4528072190400279                                560.8                                             1.6277205729024138E7
57                                                1.456245201983623                                 1.456245201983623                                 560.8                                             1.6315724780232288E7
57                                                1.4564479604424747                                1.4564479604424747                                560.8                                             1.6317996479536075E7
57                                                1.4583672874918094                                1.4583672874918094                                560.8                                             1.6339500558558993E7
57                                                1.4586289646061517                                1.4586289646061517                                560.8                                             1.6342432380599044E7
58                                                1.4524411580746386-2.712090923602726E-16i         1.4524411580746386                                565.2                                             1.6146420636867426E7
58                                                1.4559318476239151                                1.4559318476239151                                565.2                                             1.618522574884184E7
58                                                1.4561391793880563                                1.4561391793880563                                565.2                                             1.61875306035732E7
58                                                1.458086826352673                                 1.458086826352673                                 565.2                                             1.6209182101789145E7
58                                                1.458354443606014                                 1.458354443606014                                 565.2                                             1.6212157135041341E7
59                                                1.4520752240883665                                1.4520752240883665                                569.5999999999999                                 1.6017657501600295E7
59                                                1.455618999894618                                 1.455618999894618                                 569.5999999999999                                 1.6056748442748081E7
59                                                1.4558309691374083                                1.4558309691374083                                569.5999999999999                                 1.6059086648562467E7
59                                                1.4578071153275785                                1.4578071153275785                                569.5999999999999                                 1.6080885266376574E7
59                                                1.4580807572650918                                1.4580807572650918                                569.5999999999999                                 1.608390377585904E7
60                                                1.4517095041677597                                1.4517095041677597                                574                                               1.589087077853629E7
60                                                1.4553067452359756                                1.4553067452359756                                574                                               1.5930247315515727E7
60                                                1.4555234164510178                                1.4555234164510178                                574                                               1.5932619067074684E7
60                                                1.4575282405012218                                1.4575282405012218                                574                                               1.5954564504384303E7
